customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,Contract_Month-to-month,Contract_One year,Contract_Two year,InternetService_DSL,InternetService_Fiber optic,InternetService_No,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group,avg_monthly_spend,num_services,charge_per_service,high_monthly_charges,LTV,engagement_score,value_segment,heuristic_risk,churn_probability,churn_prediction,risk_level
8799-OXZMD,0,0,0,0,28,0,0,0,0,1,0,0,0,1,29.75,790.7,0,1,0,0,1,0,0,0,0,0,1,Mature,28.23928571428572,1,29.75,0,833.0,1,Low Value,Medium Risk,0.25610316,0,Low Risk
1925-TIBLE,0,0,1,0,7,1,1,0,0,0,0,1,0,1,86.5,582.5,1,1,0,0,0,1,0,0,0,1,0,New,83.21428571428571,3,28.83333333333333,1,605.5,3,Low Value,High Risk,0.8882403,1,High Risk
1705-GUHPV,0,0,0,0,63,1,1,0,0,0,0,0,0,0,24.2,1618.2,0,0,0,1,0,0,1,0,0,0,1,Loyal,25.685714285714287,2,12.1,0,1524.6,2,High Value,Low Risk,0.0100340685,0,Low Risk
4779-ZGICK,1,0,1,1,48,1,1,0,0,0,0,0,0,0,23.55,1173.35,0,0,0,1,0,0,1,0,0,0,1,Mature,24.444791666666664,2,11.775,0,1130.4,2,Low Value,Low Risk,0.016951887,0,Low Risk
0048-PIHNL,0,0,1,0,49,1,0,0,0,0,0,0,0,0,20.45,900.9,0,0,1,0,0,0,1,1,0,0,0,Loyal,18.38571428571429,1,20.45,0,1002.05,1,Low Value,Low Risk,0.022840342,0,Low Risk
0818-OCPZO,1,1,0,0,27,1,1,0,1,0,0,0,0,1,81.45,2122.05,1,1,0,0,0,1,0,0,0,1,0,Mature,78.59444444444445,3,27.15,1,2199.15,3,High Value,High Risk,0.72838765,1,High Risk
3967-KXAPS,1,0,1,0,72,1,1,1,1,1,1,1,1,0,92.3,6719.9,0,0,0,1,1,0,0,0,1,0,0,Loyal,93.33194444444445,8,11.5375,1,6645.599999999999,8,High Value,Low Risk,0.0049162246,0,Low Risk
1447-GIQMR,1,0,1,0,1,1,0,0,0,0,0,0,0,1,69.15,69.15,1,1,0,0,0,1,0,0,0,1,0,New,69.15,1,69.15,0,69.15,1,Low Value,High Risk,0.93835926,1,High Risk
3704-IEAXF,0,0,1,1,72,0,0,0,1,0,1,1,1,0,53.65,3784.0,0,0,0,1,1,0,0,0,1,0,0,Loyal,52.55555555555556,4,13.4125,0,3862.8,4,High Value,Low Risk,0.008295571,0,Low Risk
6810-VCAEX,0,0,0,0,47,0,0,1,1,0,1,0,0,0,39.65,1798.65,0,0,1,0,1,0,0,0,1,0,0,Mature,38.26914893617022,3,13.216666666666669,0,1863.55,3,High Value,Low Risk,0.03372332,0,Low Risk
0674-EYYZV,0,0,0,0,1,1,0,0,0,0,0,1,0,1,54.65,54.65,0,1,0,0,1,0,0,0,0,1,0,New,54.65,2,27.325,0,54.65,2,Low Value,High Risk,0.8442629,1,High Risk
4480-MBMLB,0,0,0,0,36,1,1,0,1,1,0,1,1,1,104.8,3886.45,0,0,1,0,0,1,0,1,0,0,0,Mature,107.95694444444445,6,17.466666666666665,1,3772.8,6,High Value,Low Risk,0.2951297,1,Low Risk
1395-OFUWC,1,0,1,1,43,0,0,0,1,0,0,0,0,0,29.3,1224.05,0,1,0,0,1,0,0,0,1,0,0,Mature,28.46627906976744,1,29.3,0,1259.9,1,Low Value,Medium Risk,0.14982393,0,Low Risk
0822-QGCXA,0,1,1,0,27,1,1,0,1,1,1,1,1,0,83.85,2310.2,0,1,0,0,1,0,0,0,0,1,0,Mature,85.56296296296296,7,11.978571428571428,1,2263.95,7,High Value,Medium Risk,0.15862092,0,Low Risk
0872-NXJYS,0,0,0,0,9,1,0,0,0,0,0,0,1,1,79.55,723.4,1,1,0,0,0,1,0,0,0,1,0,New,80.37777777777778,2,39.775,1,715.9499999999999,2,Low Value,High Risk,0.73387426,1,High Risk
2832-KJCRD,0,0,0,0,38,1,1,0,0,1,1,1,1,1,103.65,3988.5,0,1,0,0,0,1,0,0,0,1,0,Mature,104.96052631578948,6,17.275000000000002,1,3938.7,6,High Value,High Risk,0.668471,1,Medium Risk
3588-WSTTJ,0,1,0,0,35,1,1,1,0,0,0,1,1,1,99.05,3554.6,0,1,0,0,0,1,0,0,0,1,0,Mature,101.56,5,19.81,1,3466.75,5,High Value,High Risk,0.6819388,1,Medium Risk
4075-WKNIU,0,0,1,1,0,1,1,0,1,1,1,1,0,0,73.35,73.35,0,0,0,1,1,0,0,0,0,0,1,New,73.35,6,12.225,1,0.0,6,Low Value,Medium Risk,0.03746723,0,Low Risk
5090-EMGTC,0,0,1,0,59,1,0,0,1,0,1,1,1,1,100.05,6034.85,0,0,0,1,0,1,0,0,0,0,1,Loyal,102.285593220339,5,20.01,1,5902.95,5,High Value,Low Risk,0.025918437,0,Low Risk
2346-CZYIL,1,0,0,0,27,1,0,0,0,0,0,0,0,0,20.35,531.6,0,0,0,1,0,0,1,0,1,0,0,Mature,19.68888888888889,1,20.35,0,549.45,1,Low Value,Low Risk,0.008710437,0,Low Risk
3798-EPWRR,0,1,0,0,2,1,0,0,0,0,0,0,0,0,43.95,85.1,0,1,0,0,1,0,0,0,0,1,0,New,42.55,1,43.95,0,87.9,1,Low Value,High Risk,0.5455203,1,Medium Risk
6258-NGCNG,1,0,0,0,7,1,1,0,0,0,0,0,0,0,23.5,173.0,0,1,0,0,0,0,1,0,0,0,1,New,24.714285714285715,2,11.75,0,164.5,2,Low Value,High Risk,0.12399764,0,Low Risk
4186-ZBUEW,0,0,0,0,36,1,1,0,1,0,1,0,1,1,70.7,2511.95,0,0,1,0,1,0,0,0,0,0,1,Mature,69.77638888888889,5,14.14,1,2545.2000000000003,5,High Value,Low Risk,0.120355844,0,Low Risk
5274-XHAKY,0,0,1,1,41,1,1,1,1,0,0,1,0,1,94.3,3893.6,0,1,0,0,0,1,0,1,0,0,0,Mature,94.9658536585366,5,18.86,1,3866.3,5,High Value,High Risk,0.2122428,0,Low Risk
1442-BQPVU,0,0,0,0,13,0,0,0,1,0,0,0,0,0,29.15,357.15,0,1,0,0,1,0,0,0,0,1,0,Developing,27.47307692307692,1,29.15,0,378.95,1,Low Value,Medium Risk,0.39893904,1,Low Risk
3978-YNKDD,1,0,0,1,19,1,0,0,0,0,0,0,0,0,20.85,467.5,0,0,0,1,0,0,1,0,1,0,0,Developing,24.605263157894736,1,20.85,0,396.15,1,Low Value,Low Risk,0.007980539,0,Low Risk
4940-KHCWD,0,0,1,0,60,0,0,1,1,0,1,0,0,0,37.7,2288.7,0,0,0,1,1,0,0,1,0,0,0,Loyal,38.145,3,12.566666666666668,0,2262.0,3,High Value,Low Risk,0.009934829,0,Low Risk
9412-ARGBX,0,0,0,1,48,1,0,0,1,1,1,1,0,1,95.5,4627.85,1,0,0,1,0,1,0,0,0,0,1,Mature,96.41354166666667,5,19.1,1,4584.0,5,High Value,Low Risk,0.02850162,0,Low Risk
1389-CXMLU,1,1,0,0,3,1,1,0,0,1,0,1,0,0,91.05,289.1,1,1,0,0,0,1,0,0,0,1,0,New,96.36666666666667,4,22.7625,1,273.15,4,Low Value,High Risk,0.93359077,1,High Risk
9589-ABEPT,1,0,1,0,69,1,1,0,1,0,1,1,0,1,92.45,6460.55,0,0,0,1,0,1,0,0,0,0,1,Loyal,93.63115942028986,5,18.49,1,6379.05,5,High Value,Low Risk,0.03971576,0,Low Risk
9388-ZEYVT,1,0,0,0,43,0,0,0,0,1,1,0,1,0,44.15,1931.3,0,0,1,0,1,0,0,0,0,1,0,Mature,44.913953488372094,3,14.716666666666669,0,1898.45,3,High Value,Low Risk,0.09383615,0,Low Risk
0305-SQECB,0,0,0,1,11,0,0,1,0,0,1,0,0,1,36.05,402.6,0,0,1,0,1,0,0,0,0,0,1,New,36.6,2,18.025,0,396.55,2,Low Value,Low Risk,0.028754223,0,Low Risk
7605-SNLQG,0,0,1,0,45,1,0,0,0,1,0,0,0,1,50.25,2221.55,0,1,0,0,1,0,0,0,1,0,0,Mature,49.36777777777778,2,25.125,0,2261.25,2,High Value,Medium Risk,0.08152763,0,Low Risk
4670-TABXH,1,0,1,0,72,1,1,0,1,1,1,1,1,1,109.75,7758.9,0,0,0,1,0,1,0,0,1,0,0,Loyal,107.7625,7,15.678571428571429,1,7902.0,7,High Value,Low Risk,0.05809667,0,Low Risk
5561-NWEVX,0,1,1,0,2,1,1,0,0,1,0,0,0,0,79.2,172.85,1,1,0,0,0,1,0,0,0,1,0,New,86.425,3,26.4,1,158.4,3,Low Value,High Risk,0.9345601,1,High Risk
0064-SUDOG,0,0,1,1,12,1,0,0,0,0,0,0,0,0,20.3,224.5,0,0,0,1,0,0,1,1,0,0,0,New,18.70833333333333,1,20.3,0,243.6,1,Low Value,Low Risk,0.026038926,0,Low Risk
8561-NMTBD,0,0,1,1,67,1,1,0,1,1,1,1,1,1,112.35,7388.45,0,0,1,0,0,1,0,0,1,0,0,Loyal,110.27537313432836,7,16.05,1,7527.45,7,High Value,Low Risk,0.066687256,0,Low Risk
5161-XEUVX,1,0,1,0,37,1,1,0,0,1,1,1,0,0,94.3,3460.95,0,0,0,1,0,1,0,0,0,0,1,Mature,93.5391891891892,5,18.86,1,3489.1,5,High Value,Low Risk,0.05940468,0,Low Risk
8292-FRFZQ,0,0,0,0,39,0,0,1,1,0,1,0,0,0,41.15,1700.9,0,0,1,0,1,0,0,1,0,0,0,Mature,43.61282051282051,3,13.716666666666669,0,1604.85,3,High Value,Low Risk,0.019462101,0,Low Risk
8591-NXRCV,0,0,0,0,41,1,1,1,0,1,1,0,1,1,74.65,3090.65,0,1,0,0,1,0,0,1,0,0,0,Mature,75.38170731707318,6,12.441666666666668,1,3060.65,6,High Value,Medium Risk,0.09291833,0,Low Risk
7895-VONWT,0,0,0,0,25,0,0,0,0,1,0,1,1,1,48.25,1293.8,0,1,0,0,1,0,0,0,0,1,0,Mature,51.752,3,16.083333333333332,0,1206.25,3,Low Value,Medium Risk,0.40707237,1,Medium Risk
4526-RMTLL,1,0,1,1,8,1,1,1,1,0,1,0,1,1,76.15,645.8,0,0,0,1,1,0,0,0,1,0,0,New,80.725,6,12.691666666666668,1,609.2,6,Low Value,Medium Risk,0.025809662,0,Low Risk
6253-GNHWH,0,0,1,1,71,1,1,1,1,1,1,0,0,0,71.1,5224.95,0,0,0,1,1,0,0,0,0,0,1,Loyal,73.59084507042253,6,11.85,1,5048.099999999999,6,High Value,Low Risk,0.009876628,0,Low Risk
4566-NECEV,1,0,0,0,5,1,1,0,1,1,0,0,1,0,96.55,500.1,0,1,0,0,0,1,0,0,0,1,0,New,100.02,5,19.31,1,482.75,5,Low Value,High Risk,0.60440636,1,Medium Risk
8080-POTJR,0,0,0,0,30,1,1,1,0,1,0,1,1,1,79.3,2427.1,0,0,1,0,1,0,0,0,1,0,0,Mature,80.90333333333334,6,13.216666666666669,1,2379.0,6,High Value,Low Risk,0.09434577,0,Low Risk
6906-MPARY,1,0,0,0,40,1,0,0,1,0,1,0,1,1,89.6,3488.15,0,0,1,0,0,1,0,0,1,0,0,Mature,87.20375,4,22.4,1,3584.0,4,High Value,Low Risk,0.10352484,0,Low Risk
3662-FXJFO,0,0,0,0,54,1,0,0,0,0,0,0,0,1,20.5,1035.7,0,0,0,1,0,0,1,0,0,0,1,Loyal,19.17962962962963,1,20.5,0,1107.0,1,Low Value,Low Risk,0.02027055,0,Low Risk
8107-RZLNV,1,0,1,0,72,1,1,0,1,1,0,1,1,1,106.3,7565.35,0,0,0,1,0,1,0,1,0,0,0,Loyal,105.07430555555555,6,17.716666666666665,1,7653.599999999999,6,High Value,Low Risk,0.06972742,0,Low Risk
0516-OOHAR,1,0,1,1,28,1,0,0,1,1,0,1,1,0,100.35,2799.0,0,0,1,0,0,1,0,1,0,0,0,Mature,99.96428571428572,5,20.07,1,2809.8,5,High Value,Low Risk,0.13764194,0,Low Risk
2027-CWDNU,1,0,1,1,18,1,0,0,0,0,1,0,1,1,85.6,1601.5,0,1,0,0,0,1,0,0,0,1,0,Developing,88.97222222222223,3,28.53333333333333,1,1540.8,3,High Value,High Risk,0.259265,0,Low Risk
2737-WFVYW,0,0,0,0,2,0,0,0,0,0,0,1,1,1,45.25,85.5,1,1,0,0,1,0,0,0,0,1,0,New,42.75,2,22.625,0,90.5,2,Low Value,High Risk,0.8739184,1,High Risk
9912-OMZDS,0,0,1,1,59,1,1,0,1,1,0,1,1,1,106.15,6256.2,0,0,1,0,0,1,0,0,0,1,0,Loyal,106.03728813559322,6,17.691666666666666,1,6262.85,6,High Value,Low Risk,0.2788484,1,Low Risk
3733-ZEECP,1,0,1,1,22,1,0,0,0,0,1,0,0,1,51.1,1232.9,0,1,0,0,1,0,0,0,0,1,0,Developing,56.040909090909096,2,25.55,0,1124.2,2,Low Value,Medium Risk,0.16469093,0,Low Risk
7878-RTCZG,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19.9,19.9,0,1,0,0,0,0,1,0,0,0,1,New,19.9,1,19.9,0,19.9,1,Low Value,High Risk,0.74360526,1,High Risk
2452-MRMZF,0,1,1,0,72,1,1,0,0,0,0,0,0,1,25.7,1937.4,0,0,0,1,0,0,1,0,1,0,0,Loyal,26.90833333333333,2,12.85,0,1850.4,2,High Value,Low Risk,0.014805628,0,Low Risk
2272-QAGFO,0,1,0,0,14,1,1,0,0,0,0,0,0,1,74.3,1096.25,1,1,0,0,0,1,0,0,0,1,0,Developing,78.30357142857143,2,37.15,1,1040.2,2,Low Value,High Risk,0.850685,1,High Risk
7103-IPXPJ,1,0,1,0,50,1,1,0,0,0,1,1,1,0,99.4,5059.75,0,0,1,0,0,1,0,0,0,1,0,Loyal,101.195,5,19.880000000000003,1,4970.0,5,High Value,Low Risk,0.3830388,1,Low Risk
4342-HFXWS,0,0,1,1,48,1,0,1,0,1,1,1,0,0,69.7,3023.65,0,0,1,0,1,0,0,1,0,0,0,Mature,62.99270833333333,5,13.94,0,3345.6000000000004,5,High Value,Low Risk,0.023271339,0,Low Risk
3545-CNWRG,0,0,1,1,49,1,1,0,1,0,0,1,1,1,98.35,4889.2,0,1,0,0,0,1,0,0,0,1,0,Loyal,99.7795918367347,5,19.67,1,4819.15,5,High Value,High Risk,0.4296497,1,Medium Risk
1785-BPHTP,1,0,1,1,28,1,0,0,0,1,0,1,0,0,85.45,2289.9,0,1,0,0,0,1,0,0,0,1,0,Mature,81.78214285714286,3,28.48333333333333,1,2392.6,3,High Value,High Risk,0.3055466,1,Low Risk
4989-LIXVT,1,1,0,0,68,1,1,0,1,1,0,0,1,1,95.9,6503.2,0,1,0,0,0,1,0,0,0,1,0,Loyal,95.63529411764704,5,19.18,1,6521.200000000001,5,High Value,High Risk,0.29244822,1,Low Risk
7315-WYOAW,1,0,0,0,13,1,1,0,0,0,1,1,1,0,100.75,1313.25,0,1,0,0,0,1,0,0,0,1,0,Developing,101.01923076923076,5,20.15,1,1309.75,5,Low Value,High Risk,0.5655394,1,Medium Risk
1173-XZPYF,0,0,0,0,11,1,1,0,0,1,0,1,0,1,89.2,990.3,0,1,0,0,0,1,0,0,0,1,0,New,90.02727272727272,4,22.3,1,981.2,4,Low Value,High Risk,0.8225656,1,High Risk
9850-OWRHQ,0,0,1,0,3,1,1,0,0,0,0,0,0,1,74.1,228.0,1,1,0,0,0,1,0,0,1,0,0,New,76.0,2,37.05,1,222.3,2,Low Value,High Risk,0.8341044,1,High Risk
3768-NLUBH,1,1,1,0,57,1,1,0,0,1,0,1,1,0,100.6,5746.15,1,1,0,0,0,1,0,0,0,1,0,Loyal,100.80964912280702,5,20.12,1,5734.2,5,High Value,High Risk,0.6440674,1,Medium Risk
8676-TRMJS,1,0,0,0,3,1,1,0,0,0,0,0,0,0,75.0,209.1,1,1,0,0,0,1,0,0,0,0,1,New,69.7,2,37.5,1,225.0,2,Low Value,High Risk,0.5739696,1,Medium Risk
2509-TFPJU,1,0,1,0,72,1,1,0,0,0,0,0,0,0,25.75,1864.2,0,0,0,1,0,0,1,0,1,0,0,Loyal,25.891666666666666,2,12.875,0,1854.0,2,High Value,Low Risk,0.00875318,0,Low Risk
9530-GRMJG,1,0,1,1,70,1,1,0,1,1,1,1,1,1,84.1,5979.7,0,0,0,1,1,0,0,0,0,1,0,Loyal,85.42428571428572,7,12.014285714285714,1,5887.0,7,High Value,Low Risk,0.024515498,0,Low Risk
6898-RBTLU,0,0,1,1,49,1,1,0,1,0,1,1,1,0,79.3,3902.45,0,0,0,1,1,0,0,1,0,0,0,Loyal,79.64183673469387,6,13.216666666666669,1,3885.7,6,High Value,Low Risk,0.014486135,0,Low Risk
5481-NTDOH,0,1,1,0,67,1,1,1,0,1,0,1,1,1,107.05,7142.5,0,0,1,0,0,1,0,0,1,0,0,Loyal,106.6044776119403,6,17.841666666666665,1,7172.349999999999,6,High Value,Low Risk,0.19212288,0,Low Risk
2068-WWXQZ,1,0,0,0,46,1,0,0,0,0,0,0,0,0,20.05,902.0,0,0,0,1,0,0,1,1,0,0,0,Mature,19.608695652173918,1,20.05,0,922.3,1,Low Value,Low Risk,0.035834033,0,Low Risk
7359-SSBJK,0,1,0,0,64,1,0,1,1,0,1,1,0,1,70.2,4481.0,1,0,0,1,1,0,0,0,1,0,0,Loyal,70.015625,5,14.04,0,4492.8,5,High Value,Low Risk,0.043314494,0,Low Risk
2061-VVFST,0,0,1,0,37,1,0,0,0,0,0,0,0,0,19.5,805.2,0,1,0,0,0,0,1,1,0,0,0,Mature,21.762162162162163,1,19.5,0,721.5,1,Low Value,Medium Risk,0.17594229,0,Low Risk
0685-MLYYM,0,1,0,0,2,1,0,0,0,0,0,0,0,0,70.75,154.85,1,1,0,0,0,1,0,0,0,1,0,New,77.425,1,70.75,1,141.5,1,Low Value,High Risk,0.73833984,1,High Risk
0749-IRGQE,0,1,1,0,13,0,0,0,0,0,0,1,1,0,45.3,528.45,0,1,0,0,1,0,0,0,0,1,0,Developing,40.650000000000006,2,22.65,0,588.9,2,Low Value,Medium Risk,0.7199585,1,High Risk
2380-DAMQP,0,0,1,0,72,1,1,1,1,1,1,1,1,0,115.15,8349.7,0,0,0,1,0,1,0,0,0,1,0,Loyal,115.96805555555557,8,14.39375,1,8290.800000000001,8,High Value,Low Risk,0.016691284,0,Low Risk
2256-YLYLP,1,0,1,1,68,1,0,0,0,1,1,1,1,1,72.95,4953.25,0,0,0,1,1,0,0,1,0,0,0,Loyal,72.84191176470588,5,14.59,1,4960.6,5,High Value,Low Risk,0.06802913,0,Low Risk
1272-ILHFG,1,0,1,1,15,1,0,0,0,0,0,0,0,0,19.65,332.65,0,0,1,0,0,0,1,0,0,0,1,Developing,22.176666666666662,1,19.65,0,294.75,1,Low Value,Low Risk,0.027467106,0,Low Risk
0164-XAIRP,0,0,0,0,24,1,0,0,0,0,0,0,0,1,19.55,470.2,0,0,0,1,0,0,1,1,0,0,0,Developing,19.591666666666665,1,19.55,0,469.2000000000001,1,Low Value,Low Risk,0.03967167,0,Low Risk
5666-CYCYZ,0,0,0,0,24,1,1,0,0,0,1,0,1,1,89.55,2259.35,0,1,0,0,0,1,0,0,0,1,0,Developing,94.13958333333332,4,22.3875,1,2149.2,4,High Value,High Risk,0.5563143,1,Medium Risk
4011-ARPHK,1,0,0,0,27,1,0,1,0,0,0,0,0,0,50.35,1411.35,0,1,0,0,1,0,0,0,0,0,1,Mature,52.27222222222222,2,25.175,0,1359.45,2,Low Value,Medium Risk,0.06448815,0,Low Risk
8182-PNAGI,1,0,0,0,12,1,0,0,0,0,1,0,0,0,50.25,593.75,1,1,0,0,1,0,0,1,0,0,0,New,49.47916666666666,2,25.125,0,603.0,2,Low Value,Medium Risk,0.20694245,0,Low Risk
6365-HITVU,0,0,1,1,71,1,0,1,1,1,1,1,1,0,87.25,6328.7,0,0,0,1,1,0,0,0,1,0,0,Loyal,89.13661971830986,7,12.464285714285714,1,6194.75,7,High Value,Low Risk,0.0044447067,0,Low Risk
7558-IMLMT,1,0,1,1,67,1,0,0,0,0,0,0,0,1,20.8,1411.9,0,0,0,1,0,0,1,0,0,0,1,Loyal,21.07313432835821,1,20.8,0,1393.6,1,High Value,Low Risk,0.0054944754,0,Low Risk
9488-FYQAU,0,0,1,0,63,1,1,0,1,1,1,1,1,1,109.25,6841.4,0,0,0,1,0,1,0,1,0,0,0,Loyal,108.59365079365078,7,15.607142857142858,1,6882.75,7,High Value,Low Risk,0.15784469,0,Low Risk
3590-TCXTB,1,0,0,0,1,1,0,0,0,0,0,0,0,0,20.35,20.35,0,1,0,0,0,0,1,0,0,0,1,New,20.35,1,20.35,0,20.35,1,Low Value,High Risk,0.50629133,1,Medium Risk
6994-KERXL,1,0,0,0,4,1,0,0,0,0,0,0,1,1,55.9,238.5,0,1,0,0,1,0,0,0,0,1,0,New,59.625,2,27.95,0,223.6,2,Low Value,High Risk,0.5708013,1,Medium Risk
7957-RYHQD,0,1,0,0,40,1,0,1,1,0,0,0,0,1,79.2,3233.85,1,1,0,0,0,1,0,0,1,0,0,Mature,80.84625,3,26.4,1,3168.0,3,High Value,High Risk,0.52239543,1,Medium Risk
2180-DXNEG,0,0,0,0,12,1,0,0,0,1,0,1,1,1,96.0,1062.1,1,1,0,0,0,1,0,0,0,1,0,New,88.50833333333333,4,24.0,1,1152.0,4,Low Value,High Risk,0.8246135,1,High Risk
1960-UOTYM,1,0,1,1,52,1,0,1,1,1,0,1,1,0,79.2,4016.3,0,0,0,1,1,0,0,0,0,1,0,Loyal,77.23653846153846,6,13.2,1,4118.400000000001,6,High Value,Low Risk,0.034038488,0,Low Risk
2740-JFBOK,1,0,0,0,10,1,1,0,0,0,0,0,0,1,24.0,226.55,0,1,0,0,0,0,1,0,0,1,0,New,22.655,2,12.0,0,240.0,2,Low Value,High Risk,0.21385112,0,Low Risk
6500-JVEGC,1,0,0,0,68,1,1,1,1,1,0,1,0,0,101.35,7110.75,0,0,1,0,0,1,0,1,0,0,0,Loyal,104.56985294117646,6,16.891666666666666,1,6891.799999999999,6,High Value,Low Risk,0.15426312,0,Low Risk
5515-AKOAJ,0,0,0,0,54,1,1,0,0,0,1,1,1,1,100.1,5440.9,1,1,0,0,0,1,0,0,0,1,0,Loyal,100.7574074074074,5,20.02,1,5405.4,5,High Value,High Risk,0.7143256,1,High Risk
8976-OQHGT,0,0,1,1,4,1,0,0,1,0,1,0,0,0,56.5,235.1,1,1,0,0,1,0,0,0,0,0,1,New,58.775,3,18.83333333333333,0,226.0,3,Low Value,High Risk,0.37499368,1,Low Risk
5245-VDBUR,0,0,1,0,52,0,0,1,0,1,0,0,0,0,35.45,1958.95,0,0,1,0,1,0,0,0,0,0,1,Loyal,37.67211538461539,2,17.725,0,1843.4,2,High Value,Low Risk,0.04112052,0,Low Risk
6230-BSUXY,0,1,0,0,1,1,0,0,0,1,0,0,1,1,85.0,85.0,1,1,0,0,0,1,0,0,0,1,0,New,85.0,3,28.33333333333333,1,85.0,3,Low Value,High Risk,0.9135694,1,High Risk
8469-SNFFH,1,0,1,0,70,1,1,1,1,1,1,1,0,0,79.4,5528.9,0,0,1,0,1,0,0,1,0,0,0,Loyal,78.9842857142857,7,11.342857142857143,1,5558.0,7,High Value,Low Risk,0.076407164,0,Low Risk
2144-ESWKO,1,0,0,0,43,0,0,1,0,1,0,0,0,1,35.2,1463.7,0,0,1,0,1,0,0,0,1,0,0,Mature,34.03953488372093,2,17.6,0,1513.6,2,High Value,Low Risk,0.02198985,0,Low Risk
1241-FPMOF,1,0,0,0,52,1,0,0,0,0,0,0,0,0,19.65,1025.05,0,0,0,1,0,0,1,0,0,0,1,Loyal,19.7125,1,19.65,0,1021.8,1,Low Value,Low Risk,0.03758497,0,Low Risk
9928-BZVLZ,0,0,0,0,12,0,0,1,0,1,1,0,1,0,49.85,552.1,0,0,0,1,1,0,0,0,0,0,1,New,46.00833333333333,4,12.4625,0,598.2,4,Low Value,Low Risk,0.053848904,0,Low Risk
4114-QMKVN,0,0,1,1,56,1,1,1,1,0,0,0,1,0,68.75,3815.4,0,0,1,0,1,0,0,1,0,0,0,Loyal,68.13214285714285,5,13.75,0,3850.0,5,High Value,Low Risk,0.018387046,0,Low Risk
2775-SEFEE,1,0,0,1,0,1,1,1,1,0,1,0,0,1,61.9,61.9,0,0,0,1,1,0,0,1,0,0,0,New,61.9,5,12.38,0,0.0,5,Low Value,Low Risk,0.021220816,0,Low Risk
9003-CPATH,1,0,0,0,42,1,1,0,0,1,0,0,0,0,79.9,3313.4,0,1,0,0,0,1,0,0,0,1,0,Mature,78.89047619047619,3,26.633333333333336,1,3355.8,3,High Value,High Risk,0.47225815,1,Medium Risk
1754-GKYPY,1,1,1,0,22,1,0,0,0,0,0,1,1,1,89.75,1938.9,0,1,0,0,0,1,0,1,0,0,0,Developing,88.13181818181819,3,29.916666666666668,1,1974.5,3,High Value,High Risk,0.36013848,1,Low Risk
5294-CDGWY,1,0,1,1,51,0,0,1,1,1,0,1,1,0,59.3,3014.65,1,0,1,0,1,0,0,0,0,1,0,Loyal,59.11078431372549,5,11.86,0,3024.3,5,High Value,Low Risk,0.38922492,1,Low Risk
7956-XQWGU,1,0,0,0,27,1,0,0,0,0,0,0,0,1,19.4,460.25,0,1,0,0,0,0,1,0,1,0,0,Mature,17.046296296296298,1,19.4,0,523.8,1,Low Value,Medium Risk,0.03936848,0,Low Risk
1591-MQJTP,1,1,1,0,51,1,1,1,0,1,0,0,1,1,93.65,4839.15,0,0,1,0,0,1,0,1,0,0,0,Loyal,94.88529411764704,5,18.73,1,4776.150000000001,5,High Value,Low Risk,0.14265333,0,Low Risk
5295-PCJOO,1,0,0,1,4,1,0,1,0,0,0,0,0,1,49.4,184.4,1,1,0,0,1,0,0,0,0,1,0,New,46.1,2,24.7,0,197.6,2,Low Value,High Risk,0.55628836,1,Medium Risk
2369-FEVNO,1,0,0,0,1,1,0,0,0,0,0,0,0,1,19.9,19.9,0,1,0,0,0,0,1,0,0,0,1,New,19.9,1,19.9,0,19.9,1,Low Value,High Risk,0.74307644,1,High Risk
9863-JZAIC,1,0,0,0,35,1,0,0,0,0,0,1,0,0,55.0,2010.55,1,1,0,0,1,0,0,0,0,0,1,Mature,57.44428571428571,2,27.5,0,1925.0,2,High Value,Medium Risk,0.30956987,1,Low Risk
7471-MQPOS,1,1,1,1,71,1,1,0,1,1,1,0,1,1,72.9,5139.65,0,0,1,0,1,0,0,1,0,0,0,Loyal,72.38943661971831,6,12.15,1,5175.900000000001,6,High Value,Low Risk,0.055516366,0,Low Risk
7660-HDPJV,0,0,0,0,1,1,0,0,0,0,0,0,0,1,69.2,69.2,1,1,0,0,0,1,0,0,0,1,0,New,69.2,1,69.2,0,69.2,1,Low Value,High Risk,0.96573836,1,High Risk
5115-SQAAU,0,0,1,1,69,1,1,0,0,0,0,0,0,1,25.6,1673.4,0,0,0,1,0,0,1,1,0,0,0,Loyal,24.25217391304348,2,12.8,0,1766.4,2,High Value,Low Risk,0.006144038,0,Low Risk
9845-QOMAD,1,0,1,1,14,1,0,0,0,0,0,0,0,0,19.75,309.35,0,0,1,0,0,0,1,0,0,0,1,Developing,22.09642857142857,1,19.75,0,276.5,1,Low Value,Low Risk,0.025021896,0,Low Risk
7672-VFMXZ,1,0,1,0,57,1,0,1,0,0,1,0,0,0,55.7,3171.6,0,1,0,0,1,0,0,0,0,1,0,Loyal,55.642105263157895,3,18.566666666666663,0,3174.9,3,High Value,Medium Risk,0.09683177,0,Low Risk
